236,51.5917,0.0275,South Woodford,4,1,940GZZLUSWF,,,
237,51.4454,-0.2066,Southfields,3,1,940GZZLUSNB,,,
238,51.6322,-0.128,Southgate,4,1,940GZZLUSGT,,,
239,51.501,-0.1052,Southwark,1,1,940GZZLUSWK,,,
240,51.4994,-0.1335,St. James's Park,1,2,940GZZLUSJP,,,
241,51.5347,-0.174,St. John's Wood,2,1,940GZZLUSJW,,,
242,51.5146,-0.0973,St. Paul's,1,1,940GZZLUSPU,,,
243,51.495,-0.2459,Stamford Brook,2,1,940GZZLUSFB,,,
244,51.6194,-0.3028,Stanmore,5,1,940GZZLUSTM,,,
245,51.5221,-0.047,Stepney Green,2,2,940GZZLUSGN,,,
246,51.4723,-0.123,Stockwell,2,2,940GZZLUSKW,,,
247,51.5439,-0.2759,Stonebridge Park,3,1,940GZZLUSGP,,,
248,51.5416,-0.0042,Stratford,3,3,940GZZLUSTD,940GZZDLSTD,,
249,51.5569,-0.3366,Sudbury Hill,4,1,940GZZLUSUH,,,
250,51.5507,-0.3156,Sudbury Town,4,1,940GZZLUSUT,,,
251,51.4933,-0.0478,Surrey Quays,2,1,910GSURREYQ,,,
252,51.5432,-0.1738,Swiss Cottage,2,2,940GZZLUSWC,,,
253,51.5111,-0.1141,Temple,1,2,940GZZLUTMP,,,
254,51.6717,0.1033,Theydon Bois,6,1,940GZZLUTHB,,,
255,51.4361,-0.1598,Tooting Bec,3,1,940GZZLUTBC,,,
256,51.4275,-0.168,Tooting Broadway,3,1,940GZZLUTBY,,,
257,51.5165,-0.131,Tottenham Court Road,1,2,940GZZLUTCR,,,
258,51.5882,-0.0594,Tottenham Hale,3,1,940GZZLUTMH,,,
259,51.6302,-0.1791,Totteridge & Whetstone,4,1,940GZZLUTAW,,,
260,51.5106,-0.0743,Tower Gateway,1,1,,940GZZDLTWG,,
261,51.5098,-0.0766,Tower Hill,1,2,940GZZLUTWH,,,
262,51.5567,-0.1374,Tufnell Park,2,1,940GZZLUTFP,,,
263,51.4951,-0.2547,Turnham Green,2.5,2,940GZZLUTNG,,,
264,51.5904,-0.1028,Turnpike Lane,3,1,940GZZLUTPN,,,
265,51.559,0.251,Upminster,6,1,940GZZLUUPM,,,
266,51.5582,0.2343,Upminster Bridge,6,1,940GZZLUUPB,,,
267,51.5385,0.1014,Upney,4,1,940GZZLUUPY,,,
268,51.5352,0.0343,Upton Park,3,2,940GZZLUUPK,,,
269,51.5463,-0.4786,Uxbridge,6,2,940GZZLUUXB,,,
270,51.4861,-0.1253,Vauxhall,1.5,1,940GZZLUVXL,,,
271,51.4965,-0.1447,Victoria,1,3,940GZZLUVIC,,,
272,51.583,-0.0195,Walthamstow Central,3,1,940GZZLUWWL,,,
273,51.5775,0.0288,Wanstead,4,1,940GZZLUWSD,,,
274,51.5043,-0.0558,Wapping,2,1,910GWAPPING,,,
275,51.5247,-0.1384,Warren Street,1,2,940GZZLUWRR,,,
276,51.5235,-0.1835,Warwick Avenue,2,1,940GZZLUWKA,,,
277,51.5036,-0.1143,Waterloo,1,4,940GZZLUWLO,,,
278,51.6573,-0.4177,Watford,8,1,940GZZLUWAF,,,
279,51.5519,-0.2963,Wembley Central,4,1,940GZZLUWYC,,,
280,51.5635,-0.2795,Wembley Park,4,2,940GZZLUWYP,,,
281,51.518,-0.2809,West Acton,3,1,940GZZLUWTA,,,
282,51.4872,-0.1953,West Brompton,2,1,940GZZLUWBN,,,
283,51.6095,-0.1883,West Finchley,4,1,940GZZLUWFN,,,
284,51.5287,0.0056,West Ham,3,3,940GZZLUWHM,940GZZDLWHM,,
285,51.5469,-0.1906,West Hampstead,2,1,940GZZLUWHP,,,
286,51.5795,-0.3533,West Harrow,5,1,940GZZLUWHW,,,
287,51.507,-0.0203,West India Quay,2,1,,940GZZDLWIQ,,
288,51.4907,-0.2065,West Kensington,2,1,940GZZLUWKN,,,
289,51.5696,-0.4376,West Ruislip,6,1,940GZZLUWRP,,,
290,51.521,-0.2011,Westbourne Park,2,1,940GZZLUWSP,,,
291,51.5097,-0.0265,Westferry,2,1,,940GZZDLWFE,,
292,51.501,-0.1254,Westminster,1,3,940GZZLUWSM,,,
293,51.512,-0.2239,White City,2,1,940GZZLUWCY,,,
294,51.5194,-0.0612,Whitechapel,2,3,940GZZLUWPL,,,
295,51.5492,-0.2215,Willesden Green,2.5,1,940GZZLUWIG,,,
296,51.5326,-0.2478,Willesden Junction,3,1,940GZZLUWJN,,,
297,51.4214,-0.2064,Wimbledon,3,1,940GZZLUSWN,,,
298,51.4343,-0.1992,Wimbledon Park,3,1,940GZZLUWIP,,,
299,51.5975,-0.1097,Wood Green,3,1,940GZZLUWOG,,,
300,51.607,0.0341,Woodford,4,1,940GZZLUWOF,,,
301,51.6179,-0.1856,Woodside Park,4,1,940GZZLUWOP,,,
