0,Bakerloo Line,AE6017,FALSE
1,Central Line,F15B2E,FALSE
2,Circle Line,FFE02B,FALSE
3,District Line,00A166,FALSE
4,Docklands Light Railway,00A77E,TRUE
5,East London Line,FBAE34,FALSE
6,Hammersmith & City Line,F491A8,FALSE
7,Jubilee Line,949699,FALSE
8,Metropolitan Line,91005A,FALSE
9,Northern Line,0,FALSE
10,Piccadilly Line,094FA3,FALSE
11,Victoria Line,0A9CDA,FALSE
12,Waterloo & City Line,88D0C4,FALSE
